location,dates,job-title,summary,pros,cons,overall-ratings,pros_clean,pros_lemmas,cons_clean,cons_lemmas,full_review_lemmas,pros_vader,cons_vader,cons_textblob,sentiment_final
"Redmond, WA",2018-01-23,Former Employee - Principal Software Engineer,Great company to work for that is reinventing itself,"I was at MSFT for almost 20 years and it's definitely changed these past 5 years and for the better I think. The big focus on AI and Azure/Cloud is now paying off and the company seems less like the dull corporate of old and more in touch with what's in the industry - e.g. widespread use of GitHub, open sourcing, Linux. It's a great place to work and they do care about work/life balance though I gather this probably varies from team to team. Benefits are good too.",Too difficult to move around within the company. There have been some improvements in past few years but still you have to do full interview loops. In many ways it's easier to interview externally than internally which doesn't seem right to me.,5.0,i was at msft for almost  years and its definitely changed these past  years and for the better i think the big focus on ai and azurecloud is now paying off and the company seems less like the dull corporate of old and more in touch with whats in the industry  eg widespread use of github open sourcing linux its a great place to work and they do care about worklife balance though i gather this probably varies from team to team benefits are good too,msft almost year definitely change past year well think big focus ai azurecloud pay company seem less like dull corporate old touch industry eg widespread use github open source linux great place work care worklife balance though gather probably vary team team benefit good,too difficult to move around within the company there have been some improvements in past few years but still you have to do full interview loops in many ways its easier to interview externally than internally which doesnt seem right to me,difficult move around within company improvement past year still full interview loop many way easy interview externally internally not seem right,msft almost year definitely change past year well think big focus ai azurecloud pay company seem less like dull corporate old touch industry eg widespread use github open source linux great place work care worklife balance though gather probably vary team team benefit good difficult move around within company improvement past year still full interview loop many way easy interview externally internally not seem right,0.9529,0.5574,0.023214285714285715,Positivo
none,2018-02-14,Former Employee - Anonymous Employee,Feudalism,"- Good benefits, decent salaries, lots of commute options",- Every team acts like a feudal kingdom,2.0, good benefits decent salaries lots of commute options,good benefit decent salary lot commute option, every team acts like a feudal kingdom,every team act like feudal kingdom,good benefit decent salary lot commute option every team act like feudal kingdom,0.6705,0.1779,0.0,Positivo
"Redmond, WA",2018-01-29,Current Employee - SDE2,SDE,great place to work love it,"nothing nothing nothing nothing , MS rocks",5.0,great place to work love it,great place work love,nothing nothing nothing nothing  ms rocks,nothing nothing nothing nothing ms rock,great place work love nothing nothing nothing nothing ms rock,0.8519,0.0,0.0,Neutral
none,2018-02-12,Current Employee - Software Engineer,Software Engineer,"Good management, pay, and benefits.",HR department is hard to utilize since most of it is through email.,4.0,good management pay and benefits,good management pay benefit,hr department is hard to utilize since most of it is through email,hr department hard utilize since email,good management pay benefit hr department hard utilize since email,0.6249,-0.1027,0.10416666666666666,Negativo
none,2018-01-28,Current Employee - Anonymous Employee,My review of working at Microsoft,"Great pay, great benefits, great support structure, great career opportunities",Sometimes hard to fathom how huge the company is.,5.0,great pay great benefits great support structure great career opportunities,great pay great benefit great support structure great career opportunity,sometimes hard to fathom how huge the company is,sometimes hard fathom huge company,great pay great benefit great support structure great career opportunity sometimes hard fathom huge company,0.9747,0.2263,0.05416666666666664,Positivo
"Redmond, WA",2018-02-11,Current Employee - Director,Director,Opportunities as Cloud is now the focus all across the org,Politics is prevalent across the org,4.0,opportunities as cloud is now the focus all across the org,opportunity cloud focus across org,politics is prevalent across the org,politic prevalent across org,opportunity cloud focus across org politic prevalent across org,0.3818,0.0,0.0,Neutral
"Bellevue, WA",2018-02-03,Former Employee - Senior Program Manager,Hire & fire mentality,In general they have an ok compensation package. If you have a good manager and working on a successful project then you have smooth sailing.,"Even that they say ""our employees are the most valuable assets"" - that's just a lie. Someone would not treat their employees in such a way - especially employees who have served for a long time and have significantly contributed to the success of that company. Do not expect ANY loyalty from that company or from management. They practice ""hire & fire"" at its best. You loose your job without ANY wrong doing and there is enough work to be done in other groups or divisions. Instead of offering a comparable position in a different group - they rather fire you. Sure this is good for stockholders, but it also creates an atmosphere of uncertainty among all other employees. Microsoft middle management sucks - sorry for being so blunt here.",3.0,in general they have an ok compensation package if you have a good manager and working on a successful project then you have smooth sailing,general ok compensation package good manager work successful project smooth sailing,even that they say our employees are the most valuable assets  thats just a lie someone would not treat their employees in such a way  especially employees who have served for a long time and have significantly contributed to the success of that company do not expect any loyalty from that company or from management they practice hire  fire at its best you loose your job without any wrong doing and there is enough work to be done in other groups or divisions instead of offering a comparable position in a different group  they rather fire you sure this is good for stockholders but it also creates an atmosphere of uncertainty among all other employees microsoft middle management sucks  sorry for being so blunt here,even say employee valuable asset lie someone would not treat employee way especially employee serve long time significantly contribute success company not expect loyalty company management practice hire fire good loose job without wrong enough work do group division instead offer comparable position different group rather fire sure good stockholder also create atmosphere uncertainty among employee microsoft middle management suck sorry blunt,general ok compensation package good manager work successful project smooth sailing even say employee valuable asset lie someone would not treat employee way especially employee serve long time significantly contribute success company not expect loyalty company management practice hire fire good loose job without wrong enough work do group division instead offer comparable position different group rather fire sure good stockholder also create atmosphere uncertainty among employee microsoft middle management suck sorry blunt,0.836,0.0666,0.09433760683760682,Positivo
none,2018-01-27,Former Employee - Anonymous Employee,Very good workplace,"- Exciting work challenges and really great offices,  -Good salary and package of benefits:  -Great Team.","-Very few possibilities to be promoted,  -Few opportunities to work individually and showcase your expertise,",5.0, exciting work challenges and really great offices  good salary and package of benefits  great team,exciting work challenge really great office good salary package benefit great team,very few possibilities to be promoted  few opportunities to work individually and showcase your expertise,possibility promote opportunity work individually showcase expertise,exciting work challenge really great office good salary package benefit great team possibility promote opportunity work individually showcase expertise,0.9569,0.6597,-0.15333333333333335,Positivo
none,2018-02-11,Current Employee - Anonymous Employee,SAMPLE,It is very good place to work,None I am aware of,4.0,it is very good place to work,good place work,none i am aware of,none aware,good place work none aware,0.4927,0.0,0.25,Neutral
"Redmond, WA",2018-02-07,Current Employee - Senior Software Engineering Manager,MS Review,"Good compensation, working with latest technologies and processes.",Work life balance has decreased in the last few years,4.0,good compensation working with latest technologies and processes,good compensation work late technology process,work life balance has decreased in the last few years,work life balance decrease last year,good compensation work late technology process work life balance decrease last year,0.4404,0.0,-0.20000000000000004,Neutral
"Redmond, WA",2018-01-31,Current Employee - Partner Account Manager,Culture is improving. Still cutthroat in nature and individual experience highly dependent on your direct manager.,Competitive salary and great benefit package. Flexible work hours or working from home option is great. Office facilities are nice and company shuttles to and from different buildings are very convenient.,Experience varies greatly by direct manager. Cutthroat and could get laid off in a moment notice due to regular re-org.,3.0,competitive salary and great benefit package flexible work hours or working from home option is great office facilities are nice and company shuttles to and from different buildings are very convenient,competitive salary great benefit package flexible work hour work home option great office facility nice company shuttle different building convenient,experience varies greatly by direct manager cutthroat and could get laid off in a moment notice due to regular reorg,experience vary greatly direct manager cutthroat could get lay moment notice due regular reorg,competitive salary great benefit package flexible work hour work home option great office facility nice company shuttle different building convenient experience vary greatly direct manager cutthroat could get lay moment notice due regular reorg,0.9485,0.0,-0.008333333333333331,Neutral
"Redmond, WA",2018-02-05,Former Employee - Senior Software Engineer,Don't stay at Microsoft for too long,Great benefits (not salary though).,"After more than 5 years at the company, you will find you become so out-dated in technology. The tech world seems not to appreciate Microsoft technology at all and your knowledge and skills can hardly match companies' job descriptions.",3.0,great benefits not salary though,great benefit not salary though,after more than  years at the company you will find you become so outdated in technology the tech world seems not to appreciate microsoft technology at all and your knowledge and skills can hardly match companies job descriptions,year company find become outdated technology tech world seem not appreciate microsoft technology knowledge skill hardly match company job description,great benefit not salary though year company find become outdated technology tech world seem not appreciate microsoft technology knowledge skill hardly match company job description,0.7717,-0.3089,0.10416666666666666,Negativo
"Redmond, WA",2018-01-25,Current Employee - Senior Software Engineer,Microsoft,You will feel comfortable working here. You will have good balance between work and own life.,"Not being paid as much as competitive companies. But definitely the more you get paid, the less balance you get between work and life.",5.0,you will feel comfortable working here you will have good balance between work and own life,feel comfortable work good balance work life,not being paid as much as competitive companies but definitely the more you get paid the less balance you get between work and life,not pay much competitive company definitely get pay less balance get work life,feel comfortable work good balance work life not pay much competitive company definitely get pay less balance get work life,0.7351,0.5994,0.13333333333333333,Positivo
"Redmond, WA",2018-01-25,Current Employee - Hardware Engineer,Hardware Reliability Engineer,Great benefits and balanced work life,gets too bust at times and job security,5.0,great benefits and balanced work life,great benefit balanced work life,gets too bust at times and job security,get bust time job security,great benefit balanced work life get bust time job security,0.7717,0.34,0.0,Positivo
none,2018-02-08,Former Employee - Anonymous Employee,Sr. Service Delivery Manager,"Great People, Great benefits, travel was great.","Like most companies, bottom line is more important than people. If you make a lot of money there, you can start counting the days when you are gone.",4.0,great people great benefits travel was great,great people great benefit travel great,like most companies bottom line is more important than people if you make a lot of money there you can start counting the days when you are gone,like company bottom line important people make lot money start count day go,great people great benefit travel great like company bottom line important people make lot money start count day go,0.9423,0.5563,0.4666666666666666,Positivo
"Redmond, WA",2018-02-08,Current Employee - Senior Software Engineer,Great company,Cutting edge technology and good work environment,Not so competitive salary. Not so efficient management.,4.0,cutting edge technology and good work environment,cut edge technology good work environment,not so competitive salary not so efficient management,not competitive salary not efficient management,cut edge technology good work environment not competitive salary not efficient management,0.34,-0.5677,0.0,Negativo
"Minneapolis, MN",2018-01-18,Current Employee - Cloud Solution Architect,Cloud Solution Architect,* Fantastic Benefits * Competitive Salary * Amazing people - Smartest people I have worked in 17 years of my professional life. * I get paid to learn new technology and get a chance to change the world through my customers.,I love the company and my team. No cons.,5.0, fantastic benefits  competitive salary  amazing people  smartest people i have worked in  years of my professional life  i get paid to learn new technology and get a chance to change the world through my customers,fantastic benefit competitive salary amazing people smart people work year professional life get pay learn new technology get chance change world customer,i love the company and my team no cons,love company team no con,fantastic benefit competitive salary amazing people smart people work year professional life get pay learn new technology get chance change world customer love company team no con,0.9493,0.4588,0.5,Positivo
"Redmond, WA",2018-01-11,Current Employee - Senior Program Manager,Senior Program Manager,"Working with very smart people, good work life balance, supportive management. You do get opportunities to pursue things you are interested in, even if they are not a part of your core job responsibilities","Depending on the role and product, there is a pressure to perform, 80% Microsoft has moved to CEO's new culture but 20% is still stuck with their old thinking. Everytime you have to deal with a team from this 20% bucket, it is not a good experience",5.0,working with very smart people good work life balance supportive management you do get opportunities to pursue things you are interested in even if they are not a part of your core job responsibilities,work smart people good work life balance supportive management get opportunity pursue thing interested even not part core job responsibility,depending on the role and product there is a pressure to perform  microsoft has moved to ceos new culture but  is still stuck with their old thinking everytime you have to deal with a team from this  bucket it is not a good experience,depend role product pressure perform microsoft move ceos new culture still stick old thinking everytime deal team bucket not good experience,work smart people good work life balance supportive management get opportunity pursue thing interested even not part core job responsibility depend role product pressure perform microsoft move ceos new culture still stick old thinking everytime deal team bucket not good experience,0.9128,-0.7359,-0.03787878787878787,Negativo
none,2018-01-22,Current Employee - Anonymous Employee,Cloud,"As a company, Microsoft believes in taking care of it's employees like no other company. It is a family concept based company. Employees are Microsoft best assets",Very demanding company.,5.0,as a company microsoft believes in taking care of its employees like no other company it is a family concept based company employees are microsoft best assets,company microsoft believe take care employee like no company family concept base company employee microsoft good asset,very demanding company,demanding company,company microsoft believe take care employee like no company family concept base company employee microsoft good asset demanding company,0.8555,-0.2944,0.2,Negativo
none,2018-01-24,Current Employee - Anonymous Employee,Microsoft,Culture. Advancement. Security. Benefits. Compensation.,Work Life balance at times.,5.0,culture advancement security benefits compensation,culture advancement security benefit compensation,work life balance at times,work life balance time,culture advancement security benefit compensation work life balance time,0.6124,0.0,0.0,Neutral
none,2018-01-24,Current Employee - Anonymous Employee,Supply chain,"People are awesome, lots of responsibilities","Not so good work life balance, round the clock work",5.0,people are awesome lots of responsibilities,people awesome lot responsibility,not so good work life balance round the clock work,not good work life balance round clock work,people awesome lot responsibility not good work life balance round clock work,0.6249,-0.3865,0.24999999999999997,Negativo
"Huntington, NY",2018-01-17,Current Employee - Product Advisor,Part time Product Adviser,"The culture of Microsoft is among the best to work for. Their mentality of helping customers is that they don't want them to just come in and buy. They want them to have FUN, be ENGAGED, and have a great experience in order to achieve more. I bet there are not many places you can name that offer personal training sessions, out of box experiences when you buy a device, gaming tournaments, community events and so much more. Uniform honestly looks fresh compared to other companies and the experience with customers is unlike any other retailer.",There really aren't anyway. If you have open availability the only thing is you'll be working a 9 hour shift with 1 hour break. It's a lot of standing so make sure your shoes SUPPORT you.,5.0,the culture of microsoft is among the best to work for their mentality of helping customers is that they dont want them to just come in and buy they want them to have fun be engaged and have a great experience in order to achieve more i bet there are not many places you can name that offer personal training sessions out of box experiences when you buy a device gaming tournaments community events and so much more uniform honestly looks fresh compared to other companies and the experience with customers is unlike any other retailer,culture microsoft among good work mentality help customer not want come buy want fun engage great experience order achieve bet not many place name offer personal training session box experience buy device gaming tournament community event much uniform honestly look fresh compare company experience customer unlike retailer,there really arent anyway if you have open availability the only thing is youll be working a  hour shift with  hour break its a lot of standing so make sure your shoes support you,really not anyway open availability thing work hour shift hour break lot standing make sure shoe support,culture microsoft among good work mentality help customer not want come buy want fun engage great experience order achieve bet not many place name offer personal training session box experience buy device gaming tournament community event much uniform honestly look fresh compare company experience customer unlike retailer really not anyway open availability thing work hour shift hour break lot standing make sure shoe support,0.9723,0.7194,0.175,Positivo
"Redmond, WA",2018-02-04,Former Employee - Business Development Manager,"Challenging, even if you’re smart.",Lots of learning Ability to move between groups Good pay Great benefits Incredible tech experience even for marketing positions Cross functional team work provided great insight into other groups Learned a lot about analytics and data mining,Unless you have someone on your side it’s hard to move up Super political Sexual harassment in my group They continuously move you around to different bosses to keep you uncomfortable,4.0,lots of learning ability to move between groups good pay great benefits incredible tech experience even for marketing positions cross functional team work provided great insight into other groups learned a lot about analytics and data mining,lot learn ability move group good pay great benefit incredible tech experience even marketing position cross functional team work provide great insight group learn lot analytic datum mining,unless you have someone on your side it’s hard to move up super political sexual harassment in my group they continuously move you around to different bosses to keep you uncomfortable,unless someone side ’ hard move super political sexual harassment group continuously move around different boss keep uncomfortable,lot learn ability move group good pay great benefit incredible tech experience even marketing position cross functional team work provide great insight group learn lot analytic datum mining unless someone side ’ hard move super political sexual harassment group continuously move around different boss keep uncomfortable,0.9393,-0.3818,0.006944444444444438,Negativo
"Redmond, WA",2018-02-04,Current Employee - Senior Finance Manager,Great company on technicals / Terrible on intangibles,"- Competitive pay package (base, stock, bonus), - Fantastic benefits (best-in-class healthcare, generous vacation/leave, 401K match up to $9K a year, fitness reimbursements and a lot more), - CVP level and above are genuinely smart people, - Company is going in the right direction strategically and the brand name has significantly improved in the past 3 years, - Great work/life balance if you want it, - Quasi impossible to get fired.","- Absolutely terrible middle management. Mix of incompetence and constant politicking. Some GMs or Sr. Directors are absolute idiots barely able to even understand work in their prerogatives (yet they won't hesitate providing ""feedback"" and ""insights""), - Not a meritocratic workplace. People get rewarded for going along and getting along, not solving problems, - Too many layers of management makes all the processes slower (especially because some of those guys have been with the company for 15+ years and are dinosaurs), - Still not as reputable as other tech titans (Google, Amazon, Facebook, Apple).",2.0, competitive pay package base stock bonus  fantastic benefits bestinclass healthcare generous vacationleave k match up to k a year fitness reimbursements and a lot more  cvp level and above are genuinely smart people  company is going in the right direction strategically and the brand name has significantly improved in the past  years  great worklife balance if you want it  quasi impossible to get fired,competitive pay package base stock bonus fantastic benefit bestinclass healthcare generous vacationleave k match k year fitness reimbursement lot cvp level genuinely smart people company go right direction strategically brand name significantly improve past year great worklife balance want quasi impossible get fire, absolutely terrible middle management mix of incompetence and constant politicking some gms or sr directors are absolute idiots barely able to even understand work in their prerogatives yet they wont hesitate providing feedback and insights  not a meritocratic workplace people get rewarded for going along and getting along not solving problems  too many layers of management makes all the processes slower especially because some of those guys have been with the company for  years and are dinosaurs  still not as reputable as other tech titans google amazon facebook apple,absolutely terrible middle management mix incompetence constant politick gms sr director absolute idiot barely able even understand work prerogative yet will not hesitate provide feedback insight not meritocratic workplace people get reward go along get along not solve problem many layer management make process slow especially guy company year dinosaur still not reputable tech titans google amazon facebook apple,competitive pay package base stock bonus fantastic benefit bestinclass healthcare generous vacationleave k match k year fitness reimbursement lot cvp level genuinely smart people company go right direction strategically brand name significantly improve past year great worklife balance want quasi impossible get fire absolutely terrible middle management mix incompetence constant politick gms sr director absolute idiot barely able even understand work prerogative yet will not hesitate provide feedback insight not meritocratic workplace people get reward go along get along not solve problem many layer management make process slow especially guy company year dinosaur still not reputable tech titans google amazon facebook apple,0.9552,-0.1918,-0.02250000000000001,Negativo
"Philadelphia, PA",2018-01-23,Former Employee - Business Development,Exciting and dynamic company,"Flexibility to work remotely, great compensation, super smart colleagues, very entrepreneurial, good culture, respect of work life balance, ability to move around within the company","fire hose never stops, email volume is tremendous, working remotely not always optimal because it decreases your visibility and ability to collaborate",5.0,flexibility to work remotely great compensation super smart colleagues very entrepreneurial good culture respect of work life balance ability to move around within the company,flexibility work remotely great compensation super smart colleague entrepreneurial good culture respect work life balance ability move around within company,fire hose never stops email volume is tremendous working remotely not always optimal because it decreases your visibility and ability to collaborate,fire hose never stop email volume tremendous work remotely not always optimal decrease visibility ability collaborate,flexibility work remotely great compensation super smart colleague entrepreneurial good culture respect work life balance ability move around within company fire hose never stop email volume tremendous work remotely not always optimal decrease visibility ability collaborate,0.9669,-0.194,0.19166666666666665,Negativo
none,2018-01-23,Current Employee - Anonymous Employee,Positive,Good Place to work. Succeed on your own terms. Good Work Life Balance,The Redmond bubble is real. But it is changing slowly,5.0,good place to work succeed on your own terms good work life balance,good place work succeed term good work life balance,the redmond bubble is real but it is changing slowly,redmond bubble real change slowly,good place work succeed term good work life balance redmond bubble real change slowly,0.8402,0.0,-0.05000000000000002,Neutral
none,2018-02-06,Former Employee - Anonymous Employee,Admin Assist,"Fun, motivating culture for people.",Need for diversity is crucial.,4.0,fun motivating culture for people,fun motivating culture people,need for diversity is crucial,need diversity crucial,fun motivating culture people need diversity crucial,0.7579,0.0,0.0,Neutral
none,2018-02-07,Former Employee - Anonymous Employee,Program Manager,"Pretty good salary, easy to coast indefinitely, they take good care of you generally though not as good as the other tech companies","Extremely boring, extremely political, not fast moving, salaries and especially stock grants are much lower than other companies that would consider",2.0,pretty good salary easy to coast indefinitely they take good care of you generally though not as good as the other tech companies,pretty good salary easy coast indefinitely take good care generally though not good tech company,extremely boring extremely political not fast moving salaries and especially stock grants are much lower than other companies that would consider,extremely boring extremely political not fast move salary especially stock grant much low company would consider,pretty good salary easy coast indefinitely take good care generally though not good tech company extremely boring extremely political not fast move salary especially stock grant much low company would consider,0.9517,-0.3848,-0.17083333333333336,Negativo
none,2018-01-22,Current Employee - Anonymous Employee,Great benefits and tremendous impact,Products you create will be used by many millions. Great stability and growth.,Large company with lots of coordination required.,5.0,products you create will be used by many millions great stability and growth,product create use many million great stability growth,large company with lots of coordination required,large company lot coordination require,product create use many million great stability growth large company lot coordination require,0.8316,0.0,0.21428571428571427,Neutral
none,2018-01-21,Former Employee - Anonymous Employee,Great company,"Great rewards, lots of opportunities, smart folks to work with","Very large, political, tough to get noticed",5.0,great rewards lots of opportunities smart folks to work with,great reward lot opportunity smart folk work,very large political tough to get noticed,large political tough get notice,great reward lot opportunity smart folk work large political tough get notice,0.91,-0.1935,-0.03677248677248677,Negativo
none,2018-02-05,Former Employee - Anonymous Employee,unimpressive at best,"The startup that was acquired by Microsoft had great people and great potential until Microsoft killed it. Microsoft Pay and benefits are good, but they aren't worth the cost of your soul. Excel and Power BI are the only worthwhile products.","Life draining people, products, and politics.",2.0,the startup that was acquired by microsoft had great people and great potential until microsoft killed it microsoft pay and benefits are good but they arent worth the cost of your soul excel and power bi are the only worthwhile products,startup acquire microsoft great people great potential microsoft kill microsoft pay benefit good not worth cost soul excel power bi worthwhile product,life draining people products and politics,life drain people product politic,startup acquire microsoft great people great potential microsoft kill microsoft pay benefit good not worth cost soul excel power bi worthwhile product life drain people product politic,0.875,0.0,0.0,Neutral
"Redmond, WA",2018-01-31,Former Employee - Software Engineer,"Good presentation, not so good once inside","Nice facilities, good non-monetary perks and after-hours events (talks, sports events, volunteering, etc)","Weird internal focus, seems like every team is on it's own, bad internal communication. Many internal process are a hassle to find/understand/overcome. Company values are more slogan than actual values.",3.0,nice facilities good nonmonetary perks and afterhours events talks sports events volunteering etc,nice facility good nonmonetary perk afterhour event talk sport event volunteer etc,weird internal focus seems like every team is on its own bad internal communication many internal process are a hassle to findunderstandovercome company values are more slogan than actual values,weird internal focus seem like every team bad internal communication many internal process hassle findunderstandovercome company value slogan actual value,nice facility good nonmonetary perk afterhour event talk sport event volunteer etc weird internal focus seem like every team bad internal communication many internal process hassle findunderstandovercome company value slogan actual value,0.6908,0.4019,0.04444444444444446,Positivo
"Arlington, VA",2018-01-13,Current Employee - Consultant,"Solid company, actively working to fix culture issues","Great education and improvement opportunities like tuition reimbursement, paid training time, etc. Strongly encourages growth of all kinds.","Still working to break down some of those famous silos in the company that prevent divisions from working together effectively. Better every day, but a long way to go yet.",5.0,great education and improvement opportunities like tuition reimbursement paid training time etc strongly encourages growth of all kinds,great education improvement opportunity like tuition reimbursement pay training time etc strongly encourage growth kind,still working to break down some of those famous silos in the company that prevent divisions from working together effectively better every day but a long way to go yet,still work break famous silo company prevent division work together effectively well every day long way go yet,great education improvement opportunity like tuition reimbursement pay training time etc strongly encourage growth kind still work break famous silo company prevent division work together effectively well every day long way go yet,0.9571,0.4497,0.1986111111111111,Positivo
none,2018-01-19,Former Employee - Anonymous Employee,good job is good job,money is good i like it,work is hard but i do it,5.0,money is good i like it,money good like,work is hard but i do it,work hard,money good like work hard,0.6597,-0.0516,-0.2916666666666667,Negativo
none,2018-01-19,Former Employee - Anonymous Employee,Great corporate experience,- You get to work with smart people - Compensation is competitive - The campus is beautiful - Seattle is a wonderful city - Strong management for the most part - Strong recruiting practice so people you work with are pretty awesome,- Can be political at times - Lots of reorgs that can change management,5.0, you get to work with smart people  compensation is competitive  the campus is beautiful  seattle is a wonderful city  strong management for the most part  strong recruiting practice so people you work with are pretty awesome,get work smart people compensation competitive campus beautiful seattle wonderful city strong management part strong recruiting practice people work pretty awesome, can be political at times  lots of reorgs that can change management,political time lot reorgs change management,get work smart people compensation competitive campus beautiful seattle wonderful city strong management part strong recruiting practice people work pretty awesome political time lot reorgs change management,0.9774,0.0,0.0,Neutral
"Boston, MA",2018-02-02,Current Employee - Business Xper,Microsoft,Benefits and Work Life Balance,Growth Opportunities are limited and don't come around too often.,4.0,benefits and work life balance,benefit work life balance,growth opportunities are limited and dont come around too often,growth opportunity limited not come around often,benefit work life balance growth opportunity limited not come around often,0.3818,0.5106,-0.07142857142857142,Positivo
none,2018-02-02,Former Employee - Anonymous Employee,senior director,"benefits, smart people, best technologies and work environment.",some internal processes were unnecessary and took away from customer facing time.,4.0,benefits smart people best technologies and work environment,benefit smart people good technology work environment,some internal processes were unnecessary and took away from customer facing time,internal process unnecessary take away customer face time,benefit smart people good technology work environment internal process unnecessary take away customer face time,0.8591,0.0,-0.2,Neutral
none,2018-01-31,Current Employee - Anonymous Employee,Account Executive,Their Azure Cloud Strategy is leading edge,Takes a long time to get commissions Compensation Plan changed in 2018 and not competitive with the marketplace,3.0,their azure cloud strategy is leading edge,azure cloud strategy lead edge,takes a long time to get commissions compensation plan changed in  and not competitive with the marketplace,take long time get commission compensation plan change not competitive marketplace,azure cloud strategy lead edge take long time get commission compensation plan change not competitive marketplace,0.0,-0.1326,-0.05,Negativo
"Seattle, WA",2018-01-18,Current Employee - Principal Data Scientist,Great place for a data scientist,With most Microsoft products getting online the amount of data you get to work with is enormous. A lot of low hanging fruit (few people looked at the data before you) means you can generate a lot of impact. Great infrastructure for working with large volumes of data means you spend more time analyzing the data and less worrying about processing it efficiently.,"You need to be skilled in corporate politics. Not everyone is bought into being data driven, and ownership issues may get on the way.",5.0,with most microsoft products getting online the amount of data you get to work with is enormous a lot of low hanging fruit few people looked at the data before you means you can generate a lot of impact great infrastructure for working with large volumes of data means you spend more time analyzing the data and less worrying about processing it efficiently,microsoft product get online amount datum get work enormous lot low hang fruit people look datum mean generate lot impact great infrastructure work large volume datum mean spend time analyze datum less worrying process efficiently,you need to be skilled in corporate politics not everyone is bought into being data driven and ownership issues may get on the way,need skilled corporate politic not everyone buy datum drive ownership issue may get way,microsoft product get online amount datum get work enormous lot low hang fruit people look datum mean generate lot impact great infrastructure work large volume datum mean spend time analyze datum less worrying process efficiently need skilled corporate politic not everyone buy datum drive ownership issue may get way,0.5563,0.0,0.25,Neutral
none,2018-01-18,Former Employee - Anonymous Employee,Long,"great environment, good culture, great opportunities to move ahead and excel. Solid onboarding process for new hires, training is cutting edge.",very big so decisions can be made a little slow at times but still a very strong organization that seems to be advancing as their competitors are as well.,5.0,great environment good culture great opportunities to move ahead and excel solid onboarding process for new hires training is cutting edge,great environment good culture great opportunity move ahead excel solid onboarding process new hire training cut edge,very big so decisions can be made a little slow at times but still a very strong organization that seems to be advancing as their competitors are as well,big decision make little slow time still strong organization seem advance competitor well,great environment good culture great opportunity move ahead excel solid onboarding process new hire training cut edge big decision make little slow time still strong organization seem advance competitor well,0.9501,0.8196,0.018958333333333327,Positivo
"Redmond, WA",2018-02-19,Current Employee - Anonymous Employee,"Selfish, arrogant, inexperienced middle managers",charitable company. Pockets of good people--individual contributors,"Bad politics, inexperienced selfish middle managers, if your manager does not like you, you are done. No notice, no corrective action plans to work toward a solution--you are done. Company was family oriented but that has changed over the last 3.5 years.",1.0,charitable company pockets of good peopleindividual contributors,charitable company pocket good peopleindividual contributor,bad politics inexperienced selfish middle managers if your manager does not like you you are done no notice no corrective action plans to work toward a solutionyou are done company was family oriented but that has changed over the last  years,bad politic inexperience selfish middle manager manager not like do no notice no corrective action plan work toward solutionyou do company family orient change last year,charitable company pocket good peopleindividual contributor bad politic inexperience selfish middle manager manager not like do no notice no corrective action plan work toward solutionyou do company family orient change last year,0.6808,-0.7232,-0.19999999999999996,Negativo
none,2018-02-01,Former Employee - Anonymous Employee,software engineer,very good at communicating knowledge,none that i can think of,3.0,very good at communicating knowledge,good communicate knowledge,none that i can think of,none think,good communicate knowledge none think,0.4927,0.0,0.0,Neutral
none,2018-01-17,Former Employee - Anonymous Employee,Great company with great leaders,"I worked at Microsoft from July 1996 until March 2016. I was always working on challenging projects with great people. Leaving was bittersweet, but time for a new adventure.","The review system. I went through many iterations, mostly as a manager. Even with the last instantiation, it was still very competitive and subjective.",5.0,i worked at microsoft from july  until march  i was always working on challenging projects with great people leaving was bittersweet but time for a new adventure,work microsoft july march always work challenge project great people leave bittersweet time new adventure,the review system i went through many iterations mostly as a manager even with the last instantiation it was still very competitive and subjective,review system go many iteration mostly manager even last instantiation still competitive subjective,work microsoft july march always work challenge project great people leave bittersweet time new adventure review system go many iteration mostly manager even last instantiation still competitive subjective,0.6858,0.2484,0.3,Positivo
none,2018-01-31,Former Employee - Anonymous Employee,Ok,"Benefits, benefits, benefits, location, exec management","Mid level management, review system",4.0,benefits benefits benefits location exec management,benefit benefit benefit location exec management,mid level management review system,mid level management review system,benefit benefit benefit location exec management mid level management review system,0.7783,0.0,0.0,Neutral
"Redmond, WA",2018-01-31,Former Employee - Account Executive,MSPAC Recruitment Manager,Great experience. Great organization prepared you for annual reorg.,Vagaries of the political climate,4.0,great experience great organization prepared you for annual reorg,great experience great organization prepare annual reorg,vagaries of the political climate,vagary political climate,great experience great organization prepare annual reorg vagary political climate,0.8779,0.0,0.0,Neutral
